Year,Life expectancy ,Adult Mortality,infant deaths,Alcohol,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years,Income composition of resources,Schooling,Status_Developed,Status_Developing
2010,62.8,26.0,16,7.92,93.0,7.91,97.0,2.3,563.491487,6.5,0.454,10.0,0,1
2009,61.0,288.0,17,7.11,93.0,7.2,97.0,2.8,539.1538211,6.6,0.447,10.2,0,1
2008,68.0,282.0,18,6.39,97.0,7.66,97.0,3.7,5.6687264,6.7,0.438,10.4,0,1
2007,59.6,295.0,20,6.78,98.0,8.49,97.0,5.0,44.853339,6.8,0.424,10.1,0,1
2006,57.6,328.0,22,6.88,99.0,1.2,99.0,6.2,342.3656294,6.8,0.404,9.3,0,1
2005,55.3,37.0,24,7.01,95.0,6.83,95.0,7.1,287.931877,6.8,0.388,8.8,0,1
2004,53.4,397.0,26,6.75,89.0,6.24,89.0,7.7,236.9114381,6.9,0.371,8.2,0,1
2003,52.0,48.0,29,6.66,96.0,6.34,96.0,8.1,212.6619491,7.0,0.359,7.6,0,1
2002,57.0,415.0,31,7.82,85.0,4.18,88.0,8.0,196.59778,7.2,0.343,7.2,0,1
2001,48.6,438.0,33,5.72,76.0,4.38,77.0,8.1,21.569654,7.4,0.332,7.1,0,1
2000,48.3,426.0,34,7.13,9.0,4.22,9.0,8.5,216.172747,7.6,0.318,6.6,0,1
2014,73.8,128.0,0,0.01,58.0,7.22,63.0,0.1,4178.973369,0.2,0.701,12.9,0,1
2013,73.6,131.0,0,0.01,62.0,6.91,67.0,0.1,4219.65123,0.2,0.7,12.9,0,1
2012,73.2,136.0,0,0.01,62.0,5.2,64.0,0.1,4234.554443,0.2,0.698,12.9,0,1
2011,73.0,139.0,0,2.15,6.0,5.8,65.0,0.1,3942.9827,0.2,0.693,12.9,0,1
2010,72.6,144.0,0,3.01,57.0,5.7,62.0,0.1,3453.487434,0.2,0.69,12.9,0,1
2009,76.0,172.0,0,2.88,45.0,5.4,49.0,0.1,335.112838,0.2,0.691,12.9,0,1
2008,72.5,146.0,0,3.97,54.0,4.52,26.0,0.1,359.82223,0.2,0.688,12.9,0,1
2007,72.2,149.0,0,3.85,49.0,5.25,53.0,0.1,322.543121,0.2,0.682,12.9,0,1
2006,72.0,153.0,0,3.52,37.0,4.68,39.0,0.1,287.963899,0.2,0.677,12.7,0,1
2005,71.6,16.0,0,3.63,55.0,4.47,49.0,0.1,2571.262348,0.2,0.671,12.6,0,1
2004,71.4,162.0,0,3.62,26.0,4.45,55.0,0.1,2351.33814,0.2,0.665,12.4,0,1
2003,79.0,169.0,0,4.17,82.0,4.71,83.0,0.1,197.29417,0.2,0.659,12.3,0,1
2002,76.0,174.0,0,3.3,85.0,5.1,86.0,0.1,1631.41727,0.2,0.653,12.1,0,1
2001,75.0,175.0,0,3.43,83.0,5.16,85.0,0.1,1555.47451,0.2,0.645,12.0,0,1
2000,72.0,18.0,0,3.0,94.0,5.31,95.0,0.1,154.68923,0.2,0.64,12.1,0,1
2014,67.3,191.0,0,0.01,95.0,8.35,95.0,0.2,1821.878734,5.6,0.562,11.1,0,1
2013,67.1,192.0,0,0.01,97.0,9.76,97.0,0.2,1619.532678,5.7,0.559,11.0,0,1
2012,66.9,194.0,0,0.01,96.0,8.6,96.0,0.5,138.949959,5.9,0.553,10.8,0,1
2011,66.6,198.0,0,5.69,96.0,5.44,96.0,0.5,134.326189,6.0,0.546,10.6,0,1
2010,66.2,24.0,0,5.58,98.0,5.24,98.0,0.5,1129.754961,6.1,0.542,10.6,0,1
2009,65.8,21.0,0,4.13,99.0,6.65,98.0,0.9,199.57146,6.3,0.533,10.1,0,1
2008,65.4,215.0,0,4.36,99.0,5.66,99.0,0.9,1126.46212,6.5,0.531,10.4,0,1
2007,65.1,217.0,0,4.14,98.0,7.44,97.0,1.2,894.927988,6.7,0.527,10.3,0,1
2006,64.7,22.0,0,5.46,97.0,7.84,97.0,1.2,843.89447,6.9,0.521,10.2,0,1
2005,64.3,222.0,0,5.27,97.0,1.4,97.0,1.6,81.86157,7.0,0.514,10.0,0,1
2004,63.8,224.0,0,5.78,99.0,9.94,96.0,1.6,693.345683,7.2,0.509,9.8,0,1
2003,63.4,225.0,0,6.54,94.0,11.12,94.0,1.6,649.342153,7.4,0.504,9.7,0,1
2002,63.1,226.0,0,5.8,92.0,1.21,92.0,1.4,555.8185378,7.6,0.501,9.6,0,1
2001,62.8,225.0,0,5.02,9.0,1.28,92.0,1.5,51.216381,7.8,0.497,9.4,0,1
2014,74.4,88.0,7,0.09,98.0,4.68,98.0,0.1,24575.434,7.7,0.841,15.8,0,1
2013,74.3,89.0,8,0.09,98.0,4.25,98.0,0.1,24934.38614,7.6,0.83,15.2,0,1
2012,74.1,9.0,8,0.09,98.0,3.86,98.0,0.1,2533.9462,7.5,0.818,14.5,0,1
2011,73.9,92.0,8,0.09,98.0,3.57,98.0,0.1,2377.74739,7.4,0.804,13.9,0,1
2010,73.7,94.0,8,0.09,98.0,3.49,98.0,0.1,19259.58726,7.3,0.792,13.3,0,1
2009,73.4,97.0,8,0.09,98.0,4.9,98.0,0.1,1694.2931,7.3,0.787,13.0,0,1
2008,73.3,98.0,9,0.09,98.0,2.87,98.0,0.1,237.83234,7.2,0.779,12.8,0,1
2007,73.2,99.0,9,0.1,96.0,3.49,96.0,0.1,16472.1665,7.2,0.773,12.7,0,1
2006,73.2,1.0,9,0.08,96.0,3.55,96.0,0.1,15334.66994,7.2,0.767,12.5,0,1
2005,73.1,11.0,9,0.05,96.0,3.42,96.0,0.1,13739.82945,7.2,0.761,12.4,0,1
2004,73.1,12.0,9,0.06,96.0,3.58,96.0,0.1,11138.8746,7.2,0.754,12.3,0,1
2003,73.0,13.0,9,0.05,95.0,4.2,95.0,0.1,9567.458285,7.2,0.747,12.2,0,1
2002,72.9,15.0,10,0.05,95.0,4.28,95.0,0.1,8655.311531,7.3,0.745,12.1,0,1
2001,72.8,17.0,10,0.05,97.0,4.49,97.0,0.1,8643.4944,7.3,0.742,12.0,0,1
2000,72.6,11.0,10,0.05,95.0,4.24,95.0,0.1,9126.954277,7.3,0.737,11.8,0,1
2014,66.4,192.0,19,0.26,85.0,4.66,89.0,0.3,152.443873,9.7,0.483,9.1,0,1
2013,66.0,196.0,20,0.26,89.0,4.51,92.0,0.3,148.912351,9.9,0.474,8.7,0,1
2012,65.6,2.0,20,0.28,83.0,4.31,91.0,0.4,136.4518,1.0,0.463,8.3,0,1
2011,64.9,26.0,20,0.32,89.0,4.42,92.0,0.4,18.25321,1.2,0.455,7.9,0,1
2010,64.3,212.0,21,0.28,76.0,4.62,89.0,0.4,11.631377,1.4,0.449,7.7,0,1
2009,63.5,219.0,21,0.3,83.0,4.81,86.0,0.5,12.566464,1.6,0.444,7.5,0,1
2008,62.8,225.0,22,0.28,87.0,4.94,88.0,0.6,11.33678,1.8,0.435,7.1,0,1
2007,62.1,23.0,22,0.32,93.0,4.72,94.0,0.7,95.3978522,11.0,0.425,6.8,0,1
2006,61.3,236.0,23,0.34,89.0,5.44,89.0,0.7,89.838296,11.2,0.422,6.6,0,1
2005,65.0,242.0,23,0.33,84.0,5.35,84.0,0.7,773.8698713,11.4,0.415,6.4,0,1
2004,59.7,247.0,24,0.35,87.0,5.68,87.0,0.7,733.581811,11.6,0.408,6.2,0,1
2003,59.0,251.0,25,0.33,73.0,5.4,73.0,0.7,642.7663113,11.8,0.401,5.9,0,1
2002,58.4,252.0,25,0.36,6.0,5.6,6.0,0.7,513.26227,12.0,0.397,5.7,0,1
2001,57.9,251.0,26,0.34,49.0,4.98,52.0,0.6,481.287397,12.1,0.381,5.4,0,1
2000,57.5,25.0,27,0.29,49.0,4.63,52.0,0.5,473.45338,12.3,0.378,5.2,0,1
2014,75.4,123.0,1,9.09,93.0,1.37,93.0,0.1,62.173221,2.1,0.771,14.3,0,1
2013,75.3,122.0,1,9.16,97.0,1.12,95.0,0.1,6353.826383,2.1,0.766,14.1,0,1
2012,74.9,126.0,1,9.38,93.0,9.89,91.0,0.1,5659.3824,2.1,0.767,14.0,0,1
2011,74.6,127.0,1,9.56,94.0,9.72,94.0,0.1,6423.291783,2.2,0.757,13.5,0,1
2010,74.4,128.0,1,9.65,91.0,1.9,91.0,0.1,5411.87744,2.2,0.755,13.6,0,1
2009,74.1,131.0,1,9.85,97.0,9.9,95.0,0.1,5821.35397,2.3,0.754,13.6,0,1
2008,74.0,132.0,1,9.54,95.0,1.5,95.0,0.1,671.773913,2.3,0.749,13.5,0,1
2007,73.8,132.0,1,9.3,93.0,1.2,94.0,0.1,5458.121718,2.4,0.743,13.5,0,1
2006,73.6,133.0,1,8.58,97.0,8.99,92.0,0.1,4129.758741,2.5,0.739,13.4,0,1
2005,73.0,135.0,1,9.6,98.0,8.7,98.0,0.1,3528.1318,2.5,0.73,13.2,0,1
2004,73.0,134.0,1,7.42,96.0,8.24,88.0,0.1,3331.228766,2.6,0.72,13.1,0,1
2003,73.0,134.0,1,7.25,89.0,8.13,89.0,0.1,2832.49652,2.7,0.715,13.0,0,1
2002,72.9,133.0,1,6.95,95.0,8.9,95.0,0.1,2149.9944,2.7,0.715,13.2,0,1
2001,73.1,135.0,1,7.53,93.0,6.89,93.0,0.1,1634.87561,2.8,0.709,13.1,0,1
2000,72.6,141.0,1,7.38,98.0,6.53,95.0,0.1,87.1365252,2.8,0.702,13.0,0,1
2014,73.0,17.0,0,0.01,99.0,3.37,99.0,0.1,1557.77892,5.7,0.766,13.2,0,1
2013,72.9,172.0,0,0.01,98.0,3.58,98.0,0.1,15687.34795,5.7,0.762,13.5,0,1
2012,72.7,174.0,0,0.01,98.0,4.8,98.0,0.1,12845.17363,5.7,0.755,13.5,0,1
2011,72.6,177.0,0,9.72,99.0,3.38,99.0,0.1,12189.9516,5.7,0.744,13.3,0,1
2010,72.4,18.0,0,6.51,99.0,3.59,99.0,0.1,184.68447,5.8,0.74,13.2,0,1
2009,72.3,182.0,0,4.94,99.0,2.64,99.0,0.1,976.9566,5.8,0.739,13.2,0,1
2008,72.2,184.0,0,6.33,99.0,2.64,99.0,0.1,11122.8627,5.9,0.739,13.2,0,1
2007,72.2,185.0,0,8.12,99.0,3.3,99.0,0.1,12154.82994,5.9,0.733,13.1,0,1
2006,72.2,185.0,0,8.12,99.0,3.73,99.0,0.1,1214.39987,5.9,0.728,13.1,0,1
2005,72.2,185.0,0,7.82,99.0,3.91,99.0,0.1,1192.5174,6.0,0.712,12.1,0,1
2004,72.1,186.0,0,7.91,99.0,4.17,99.0,0.1,1176.65871,6.0,0.715,12.3,0,1
2003,72.1,185.0,0,7.41,99.0,4.64,99.0,0.1,8524.961236,6.1,0.713,12.1,0,1
2002,72.1,186.0,0,11.15,99.0,4.21,99.0,0.1,8331.261997,6.1,0.712,12.1,0,1
2001,72.0,187.0,0,6.72,96.0,4.45,96.0,0.1,7663.1378,6.2,0.714,12.2,0,1
2000,71.8,188.0,0,8.24,98.0,4.62,98.0,0.1,7578.85153,6.3,0.0,12.3,0,1
2014,48.1,463.0,23,0.01,83.0,11.9,83.0,0.6,78.4394757,7.5,0.426,9.5,0,1
2013,54.0,47.0,23,0.01,92.0,11.59,92.0,0.8,71.8186998,7.7,0.413,9.3,0,1
2012,49.7,411.0,25,0.01,91.0,11.24,91.0,0.9,561.8984239,7.9,0.401,9.1,0,1
2011,48.9,418.0,26,3.78,88.0,11.98,89.0,1.3,445.525,8.1,0.392,8.9,0,1
2010,48.1,424.0,27,3.84,84.0,1.32,86.0,1.6,45.128418,8.3,0.384,8.7,0,1
2009,47.1,433.0,28,3.97,81.0,13.13,84.0,1.7,394.5932439,8.5,0.375,8.5,0,1
2008,46.2,441.0,29,3.91,75.0,1.29,77.0,1.9,46.3759178,8.7,0.367,8.3,0,1
2007,45.3,45.0,29,3.86,63.0,1.12,64.0,2.2,358.8274716,8.9,0.357,8.2,0,1
2006,44.3,464.0,30,3.8,65.0,1.68,64.0,2.2,322.313468,9.1,0.348,8.0,0,1
2005,43.3,48.0,30,3.83,67.0,12.25,65.0,2.2,287.6891942,9.3,0.341,7.8,0,1
2004,42.3,496.0,30,3.99,69.0,11.66,65.0,2.1,263.145817,9.5,0.332,7.6,0,1
2003,41.5,57.0,30,4.07,66.0,11.69,73.0,1.9,263.7618312,9.7,0.322,7.4,0,1
2002,48.0,513.0,30,4.06,54.0,11.96,53.0,1.7,249.939542,9.9,0.306,7.2,0,1
2001,41.0,519.0,30,4.21,38.0,11.83,38.0,1.5,227.779471,1.1,0.302,7.0,0,1
2000,39.0,533.0,29,3.97,46.0,13.63,44.0,1.2,139.3147734,1.3,0.292,6.7,0,1
2014,82.9,56.0,0,1.83,96.0,4.92,96.0,0.1,56336.7234,2.2,0.922,15.4,1,0
2013,82.7,57.0,0,1.83,97.0,4.53,97.0,0.1,5629.18914,2.2,0.92,15.4,1,0
2012,82.5,59.0,0,1.89,97.0,4.22,97.0,0.1,54431.16199,2.2,0.917,15.4,1,0
2011,82.2,6.0,0,1.8,96.0,3.93,96.0,0.1,53166.67581,2.1,0.911,15.2,1,0
2010,82.0,61.0,0,1.84,96.0,3.96,96.0,0.1,46569.67951,2.1,0.889,14.5,1,0
2009,81.7,62.0,0,1.73,97.0,4.27,97.0,0.1,38577.55822,2.1,0.887,14.4,1,0
2008,81.4,64.0,0,1.7,97.0,3.91,97.0,0.1,39721.4818,2.1,0.88,14.2,1,0
2007,81.1,65.0,0,1.6,97.0,3.46,97.0,0.1,39223.58187,2.1,0.873,14.1,1,0
2006,87.0,66.0,0,1.55,95.0,3.66,95.0,0.1,33579.85948,2.1,0.839,13.9,1,0
2005,82.0,69.0,0,1.49,96.0,3.74,96.0,0.1,29869.85398,2.1,0.821,12.6,1,0
2004,79.7,71.0,0,1.45,95.0,3.17,95.0,0.1,2745.27136,2.1,0.82,12.7,1,0
2003,79.3,73.0,0,1.43,96.0,3.63,96.0,0.1,23573.6284,2.1,0.819,12.7,1,0
2002,79.0,74.0,0,2.16,94.0,2.84,94.0,0.1,2216.83279,2.1,0.818,12.6,1,0
2001,78.7,76.0,0,2.08,95.0,2.37,96.0,0.1,21577.7823,2.1,0.82,12.7,1,0
2000,78.3,78.0,0,2.03,98.0,2.71,98.0,0.1,23792.677,2.1,0.81,12.5,1,0
2014,87.0,76.0,0,10.46,95.0,9.23,95.0,0.1,242.67286,1.4,0.888,17.6,1,0
2013,85.0,78.0,0,9.53,95.0,9.29,95.0,0.1,2315.31799,1.4,0.878,16.8,1,0
2012,82.0,81.0,0,10.95,96.0,9.37,96.0,0.1,22486.47167,1.5,0.877,16.8,1,0
2011,79.8,84.0,0,10.61,96.0,9.8,96.0,0.1,24985.24827,1.6,0.876,17.0,1,0
2010,79.5,87.0,0,10.32,96.0,9.7,96.0,0.1,23437.4722,1.6,0.872,16.9,1,0
2009,79.1,9.0,0,10.52,96.0,9.38,96.0,0.1,24633.79785,1.7,0.873,16.9,1,0
2008,78.9,96.0,0,10.94,97.0,8.47,97.0,0.1,2751.8127,1.7,0.869,16.9,1,0
2007,78.3,12.0,0,11.02,97.0,7.98,97.0,0.1,23841.31792,1.8,0.865,16.8,1,0
2006,78.1,17.0,0,12.26,97.0,8.42,97.0,0.1,19726.1265,1.8,0.858,16.7,1,0
2005,77.5,14.0,0,11.14,95.0,8.5,95.0,0.1,18169.1891,1.9,0.853,16.3,1,0
2004,77.2,113.0,0,10.0,94.0,8.47,94.0,0.1,1726.9151,2.0,0.85,16.6,1,0
2003,76.5,119.0,0,11.58,95.0,8.77,95.0,0.1,1488.47154,2.0,0.843,16.1,1,0
2002,76.6,117.0,0,9.29,93.0,8.62,93.0,0.1,11814.9994,2.1,0.835,15.6,1,0
2001,76.2,124.0,0,10.8,93.0,8.57,92.0,0.1,1479.29634,2.2,0.824,14.7,1,0
2000,76.0,122.0,0,11.9,93.0,8.26,91.0,0.1,1227.73677,2.2,0.818,14.6,1,0
2014,68.8,183.0,0,0.01,94.0,5.5,88.0,0.1,29.652622,1.1,0.512,9.6,0,1
2013,68.8,182.0,0,0.01,99.0,5.42,94.0,0.1,188.5159,1.1,0.509,9.5,0,1
2012,68.7,184.0,0,0.01,99.0,5.48,99.0,0.1,1858.689868,1.2,0.505,9.4,0,1
2011,68.5,186.0,0,0.99,99.0,5.8,99.0,0.1,1642.837974,1.2,0.497,9.4,0,1
2010,68.3,188.0,0,1.1,94.0,7.47,9.0,0.1,1272.44825,1.2,0.492,9.3,0,1
2009,68.1,192.0,0,1.21,98.0,7.92,92.0,0.1,1158.282672,1.2,0.494,9.3,0,1
2008,68.0,193.0,0,1.09,94.0,5.97,89.0,0.1,125.79167,1.2,0.489,9.2,0,1
2007,67.6,2.0,0,0.85,93.0,6.42,9.0,0.1,146.931125,1.2,0.482,9.0,0,1
2006,67.6,2.0,0,0.99,99.0,6.66,99.0,0.1,948.6592511,1.3,0.47,8.4,0,1
2005,67.4,24.0,0,0.9,9.0,7.83,89.0,0.1,88.874858,1.3,0.465,8.3,0,1
2004,67.1,29.0,0,1.18,89.0,5.64,9.0,0.1,818.442619,1.3,0.459,8.1,0,1
2003,66.8,215.0,0,1.18,84.0,6.0,84.0,0.1,744.7657423,1.3,0.453,8.0,0,1
2002,66.5,22.0,0,1.08,78.0,6.9,78.0,0.1,784.9562874,1.4,0.446,7.3,0,1
2001,66.2,227.0,0,0.7,88.0,6.44,84.0,0.1,944.81684,1.4,0.442,6.6,0,1
2000,65.8,235.0,0,0.71,88.0,4.56,86.0,0.1,154.518572,1.4,0.455,7.2,0,1
2014,62.0,347.0,42,7.38,77.0,8.8,77.0,3.7,6479.625659,4.9,0.66,13.0,0,1
2013,69.0,371.0,43,7.34,73.0,8.78,73.0,4.5,6876.953821,5.4,0.652,12.8,0,1
2012,59.2,48.0,43,7.38,65.0,8.79,65.0,7.6,7548.163698,6.0,0.644,12.8,0,1
2011,58.9,413.0,43,7.38,69.0,8.61,69.0,8.5,849.954224,6.6,0.638,12.8,0,1
2010,58.0,428.0,43,7.28,72.0,8.5,72.0,11.0,7362.76139,7.3,0.63,12.8,0,1
2009,56.5,449.0,46,7.6,75.0,8.39,76.0,19.0,5888.6284,8.1,0.622,12.8,0,1
2008,55.3,473.0,50,8.19,77.0,7.75,79.0,23.5,5786.59972,8.9,0.616,12.9,0,1
2007,54.5,486.0,51,8.48,79.0,7.53,82.0,26.4,6125.39984,9.7,0.612,12.9,0,1
2006,54.0,496.0,54,8.5,79.0,7.57,82.0,28.1,5631.73485,1.6,0.609,12.9,0,1
2005,53.8,498.0,55,8.69,75.0,7.77,79.0,29.5,5414.634326,11.6,0.609,12.9,0,1
2004,53.7,497.0,55,6.96,73.0,7.93,74.0,29.7,4863.51688,12.6,0.611,12.9,0,1
2003,54.0,485.0,55,6.93,7.0,8.26,69.0,28.9,3775.68275,13.5,0.613,12.9,0,1
2002,54.9,459.0,54,7.04,7.0,8.9,7.0,26.6,2518.398261,14.5,0.62,12.9,0,1
2001,56.0,429.0,52,7.38,71.0,8.31,71.0,24.0,2681.781,15.4,0.629,13.0,0,1
2000,57.3,397.0,51,7.3,71.0,8.7,73.0,21.3,337.2253,16.3,0.635,13.0,0,1
2014,82.6,58.0,1,0.01,97.0,9.3,97.0,0.1,296.47225,0.6,0.877,17.6,1,0
2013,82.4,6.0,1,9.25,96.0,9.1,96.0,0.1,2921.9342,0.6,0.874,17.5,1,0
2012,82.0,61.0,1,9.35,97.0,9.39,97.0,0.1,28562.29324,0.6,0.871,17.2,1,0
2011,82.1,63.0,1,9.62,97.0,9.48,97.0,0.1,31834.21816,0.6,0.867,16.9,1,0
2010,81.9,64.0,1,9.78,97.0,9.56,97.0,0.1,3736.228,0.6,0.86,16.4,1,0
2009,81.6,66.0,2,9.99,96.0,9.52,96.0,0.1,32333.4661,0.6,0.858,16.3,1,0
2008,81.3,7.0,2,10.24,97.0,8.8,97.0,0.1,35578.73619,0.6,0.854,16.1,1,0
2007,89.0,72.0,2,11.05,96.0,8.36,96.0,0.1,3279.414,0.6,0.849,16.0,1,0
2006,88.0,73.0,2,11.86,98.0,8.23,98.0,0.1,28482.6948,0.6,0.844,15.9,1,0
2005,81.0,77.0,2,11.92,96.0,8.12,96.0,0.1,2651.71745,0.6,0.837,15.8,1,0
2004,81.0,79.0,2,11.96,97.0,8.5,97.0,0.1,24918.64584,0.6,0.833,15.6,1,0
2003,79.4,83.0,2,12.09,99.0,7.99,98.0,0.1,21495.7741,0.6,0.83,15.6,1,0
2002,79.5,83.0,2,12.26,98.0,7.25,98.0,0.1,1719.53541,0.6,0.828,15.7,1,0
2001,79.4,84.0,2,9.86,95.0,7.24,96.0,0.1,15323.6114,0.6,0.825,15.7,1,0
2000,79.1,86.0,2,11.12,95.0,7.21,95.0,0.1,14676.769,0.6,0.82,15.7,1,0
2014,74.7,141.0,3,2.37,99.0,3.5,99.0,0.1,382.54994,15.2,0.76,14.0,0,1
2013,74.6,142.0,3,2.56,99.0,3.68,99.0,0.1,361.289374,15.2,0.757,13.8,0,1
2012,74.5,143.0,3,2.8,99.0,3.21,99.0,0.1,335.521375,15.3,0.752,13.7,0,1
2011,74.5,141.0,3,3.03,99.0,3.28,99.0,0.1,322.992615,15.3,0.746,13.6,0,1
2010,74.5,138.0,3,2.31,99.0,3.43,99.0,0.1,2819.511161,15.3,0.739,13.5,0,1
2009,71.8,183.0,4,2.05,97.0,3.37,97.0,0.1,216.681584,15.3,0.735,13.4,0,1
2008,72.3,172.0,4,2.1,98.0,3.44,98.0,0.1,254.489192,15.4,0.731,13.3,0,1
2007,73.7,146.0,4,2.29,98.0,3.76,98.0,0.1,1644.816372,15.4,0.725,13.2,0,1
2006,73.8,145.0,4,1.96,98.0,4.6,98.0,0.1,1448.7611,15.4,0.718,13.1,0,1
2005,74.2,138.0,4,1.97,99.0,4.6,99.0,0.1,1259.87591,15.4,0.712,12.9,0,1
2004,69.1,197.0,6,1.56,97.0,4.28,97.0,0.1,174.6692,15.4,0.705,12.8,0,1
2003,73.9,146.0,5,1.69,98.0,3.95,99.0,0.1,989.4547732,15.4,0.697,12.7,0,1
2002,73.7,149.0,5,1.62,98.0,3.89,98.0,0.1,873.1472436,15.4,0.699,12.6,0,1
2001,72.7,16.0,5,1.68,98.0,3.81,98.0,0.1,837.699787,15.4,0.686,12.5,0,1
2000,71.5,175.0,5,1.45,99.0,3.77,99.0,0.1,875.412178,15.3,0.677,12.4,0,1
2014,71.4,178.0,0,6.32,85.0,5.69,85.0,0.4,9564.46383,3.5,0.722,12.7,0,1
2013,71.2,179.0,0,6.02,86.0,5.96,86.0,0.4,9484.56898,3.5,0.719,12.7,0,1
2012,71.3,178.0,0,5.73,84.0,6.9,84.0,0.9,9272.413453,3.5,0.708,12.7,0,1
2011,76.0,187.0,0,5.64,86.0,5.93,86.0,0.1,8318.97692,3.5,0.704,12.5,0,1
2010,73.0,19.0,0,5.26,96.0,5.81,96.0,0.5,833.31332,3.5,0.7,12.3,0,1
2009,70.0,196.0,0,5.13,85.0,6.14,87.0,0.6,7443.85178,3.5,0.696,12.1,0,1
2008,69.8,196.0,0,4.94,85.0,5.92,85.0,1.2,6858.163158,3.5,0.691,11.9,0,1
2007,69.5,22.0,0,4.72,84.0,5.92,84.0,0.8,5761.39536,3.5,0.684,11.7,0,1
2006,69.3,199.0,0,4.52,84.0,6.22,84.0,0.6,527.92,3.5,0.678,11.5,0,1
2005,68.9,25.0,0,4.47,84.0,6.78,83.0,0.6,3595.8855,3.5,0.672,11.3,0,1
2004,68.3,214.0,0,4.55,84.0,6.88,85.0,0.9,36.48773,3.5,0.0,11.1,0,1
2003,68.0,223.0,0,4.53,74.0,6.62,75.0,1.0,263.1399,3.5,0.0,10.9,0,1
2002,67.9,221.0,0,4.41,74.0,7.14,73.0,1.6,2232.513244,3.5,0.0,11.0,0,1
2001,67.7,219.0,0,4.23,65.0,8.38,68.0,1.8,1598.77512,3.6,0.0,11.0,0,1
2000,67.4,224.0,0,4.29,7.0,9.65,71.0,0.4,1888.61829,3.6,0.0,11.1,0,1
2014,58.4,382.0,2,0.01,98.0,9.25,98.0,7.3,3464.35169,4.3,0.541,11.4,0,1
2013,57.6,393.0,2,0.01,98.0,9.66,98.0,9.8,3598.75972,4.5,0.539,11.4,0,1
2012,56.5,412.0,2,0.01,92.0,8.76,95.0,12.2,3851.51547,4.8,0.534,11.3,0,1
2011,55.0,438.0,2,5.2,85.0,8.61,91.0,15.7,3934.27325,5.1,0.526,11.2,0,1
2010,53.6,459.0,2,4.93,89.0,8.47,89.0,21.6,369.239336,5.4,0.523,11.0,0,1
2009,52.6,46.0,3,4.9,89.0,8.46,88.0,33.7,332.517125,5.8,0.519,10.8,0,1
2008,51.4,477.0,3,4.87,89.0,8.19,88.0,40.2,2842.438422,6.1,0.514,10.6,0,1
2007,50.0,51.0,3,5.55,88.0,7.5,87.0,40.7,347.48798,6.5,0.508,10.5,0,1
2006,47.8,564.0,3,5.53,88.0,6.81,87.0,43.7,2937.36723,6.9,0.502,9.9,0,1
2005,46.0,63.0,3,5.08,88.0,6.8,86.0,49.1,2873.862141,7.3,0.495,9.7,0,1
2004,45.6,69.0,3,5.78,88.0,5.88,86.0,50.3,2529.633557,7.7,0.492,9.4,0,1
2003,45.9,6.0,3,5.65,87.0,5.71,85.0,50.6,22.99449,8.2,0.493,9.1,0,1
2002,46.4,587.0,3,5.52,87.0,5.16,85.0,49.9,1324.996228,8.6,0.502,9.2,0,1
2001,47.1,568.0,3,6.72,87.0,5.11,84.0,48.8,1437.634951,9.0,0.506,9.3,0,1
2000,48.4,536.0,3,7.19,87.0,5.26,84.0,46.4,1637.4567,9.4,0.516,9.4,0,1
2014,82.3,54.0,0,7.3,98.0,11.93,98.0,0.1,5918.19898,1.5,0.906,15.8,1,0
2013,81.9,57.0,0,7.3,98.0,11.97,98.0,0.1,6283.24522,1.4,0.904,15.8,1,0
2012,81.7,57.0,0,7.4,98.0,11.8,98.0,0.1,57134.777,1.4,0.903,15.8,1,0
2011,81.7,58.0,0,7.4,98.0,11.7,98.0,0.1,59593.28711,1.4,0.901,16.0,1,0
2010,81.5,58.0,0,7.2,98.0,9.47,98.0,0.1,5276.25591,1.3,0.895,15.8,1,0
2009,81.4,62.0,0,7.3,98.0,9.94,98.0,0.1,4627.592,1.3,0.898,15.8,1,0
2008,81.1,62.0,0,6.9,98.0,9.23,98.0,0.1,55746.84238,1.3,0.897,15.7,1,0
2007,89.0,63.0,0,6.9,98.0,8.92,98.0,0.1,53324.37937,1.3,0.895,15.8,1,0
2006,88.0,64.0,0,6.5,98.0,8.95,98.0,0.1,46256.4716,1.3,0.892,15.9,1,0
2005,85.0,66.0,0,6.5,98.0,9.6,98.0,0.1,4385.35315,1.3,0.89,16.0,1,0
2004,83.0,7.0,0,6.6,99.0,9.9,99.0,0.1,42442.2245,1.3,0.888,16.0,1,0
2003,82.0,69.0,0,6.9,99.0,9.31,99.0,0.1,36961.42537,1.3,0.882,15.9,1,0
2002,79.9,71.0,0,6.9,99.0,9.23,99.0,0.1,29571.7446,1.3,0.88,15.9,1,0
2001,79.8,73.0,0,6.6,99.0,8.86,99.0,0.1,26969.24457,1.3,0.877,15.9,1,0
2000,79.6,73.0,0,6.2,99.0,8.18,99.0,0.1,29283.55,1.4,0.873,15.9,1,0
2014,83.2,51.0,0,9.61,96.0,11.66,96.0,0.1,85814.58857,0.4,0.936,15.9,1,0
2013,83.0,52.0,0,9.73,96.0,11.71,96.0,0.1,84658.88768,0.4,0.934,15.8,1,0
2012,82.7,54.0,0,9.86,96.0,11.59,96.0,0.1,83164.38795,0.5,0.932,15.7,1,0
2011,82.6,55.0,0,9.99,96.0,11.21,96.0,0.1,87998.44468,0.5,0.932,15.6,1,0
